idOceny;idFilmu
1081;38
1082;33
1083;57
1084;4
1085;65
1086;52
1087;30
1088;44
1089;14
1090;58
1091;23
1092;46
1093;33
1094;66
1095;20
1096;64
1097;57
1098;64
1099;53
1100;27
1101;33
1102;60
1103;16
1104;1
1105;44
1106;33
1107;0
1108;57
1109;52
1110;36
1111;40
1112;13
1113;16
1114;23
1115;8
1116;50
1117;55
1118;7
1119;6
1120;54
1121;10
1122;44
1123;4
1124;12
1125;45
1126;9
1127;46
1128;37
1129;0
1130;31
1131;39
1132;53
1133;65
1134;67
1135;21
1136;11
1137;15
1138;0
1139;56
1140;29
1141;59
1142;40
1143;5
1144;6
1145;30
1146;52
1147;54
1148;44
1149;18
1150;55
1151;57
1152;4
1153;3
1154;48
1155;62
1156;19
1157;53
1158;24
1159;42
1160;28
1161;19
1162;4
1163;17
1164;45
1165;6
1166;17
1167;28
1168;61
1169;56
1170;20
1171;59
1172;47
1173;65
1174;45
1175;22
1176;19
1177;64
1178;59
1179;12
1180;43
1181;68
1182;67
1183;38
1184;0
1185;23
1186;41
1187;24
1188;37
1189;69
1190;56
1191;50
1192;43
1193;34
1194;37
1195;18
1196;30
1197;64
1198;21
1199;44
1200;47
1201;3
1202;47
1203;63
1204;42
1205;5
1206;22
1207;68
1208;38
1209;67
1210;56
1211;2
1212;48
1213;64
1214;67
1215;23
1216;19
1217;17
1218;48
1219;52
1220;59
1221;50
1222;22
1223;67
1224;23
1225;44
1226;10
1227;65
1228;65
1229;4
1230;35
1231;32
1232;27
1233;6
1234;5
1235;43
1236;54
1237;0
1238;2
1239;12
1240;5
1241;60
1242;22
1243;13
1244;57
1245;49
1246;7
1247;61
1248;23
1249;34
1250;33
1251;11
1252;0
1253;14
1254;5
1255;5
1256;29
1257;37
1258;1
1259;18
1260;6
1261;37
1262;2
1263;11
1264;29
1265;34
1266;21
1267;33
1268;68
1269;44
1270;48
1271;18
1272;25
1273;31
1274;28
1275;63
1276;67
1277;38
1278;43
1279;36
1280;28
1281;12
1282;23
1283;37
1284;58
1285;34
1286;25
1287;29
1288;19
1289;42
1290;7
1291;4
1292;61
1293;0
1294;22
1295;35
1296;19
1297;42
1298;21
1299;36
1300;44
1301;18
1302;52
1303;3
1304;69
1305;38
1306;9
1307;35
1308;31
1309;13
1310;40
1311;17
1312;63
1313;18
1314;40
1315;0
1316;27
1317;7
1318;21
1319;17
1320;15
1321;65
1322;42
1323;55
1324;59
1325;11
1326;53
1327;23
1328;5
1329;6
1330;33
1331;21
1332;55
1333;9
1334;45
1335;61
1336;45
1337;61
1338;64
1339;44
1340;8
1341;49
1342;17
1343;37
1344;11
1345;29
1346;63
1347;19
1348;44
1349;34
1350;48
1351;60
1352;37
1353;30
1354;14
1355;51
1356;50
1357;49
1358;62
1359;67
1360;7
1361;51
1362;51
1363;40
1364;50
1365;32
1366;54
1367;46
1368;44
1369;21
1370;6
1371;64
1372;31
1373;20
1374;52
1375;9
1376;12
1377;47
1378;17
1379;60
1380;45
1381;10
1382;41
1383;68
1384;37
1385;1
1386;24
1387;56
1388;48
1389;7
1390;52
1391;24
1392;69
1393;60
1394;31
1395;4
1396;22
1397;17
1398;18
1399;53
1400;11
1401;39
1402;23
1403;39
1404;26
1405;57
1406;29
1407;46
1408;5
1409;13
1410;37
1411;0
1412;66
1413;31
1414;37
1415;13
1416;45
1417;4
1418;6
1419;63
1420;2
1421;20
1422;27
1423;25
1424;11
1425;20
1426;12
1427;50
1428;26
1429;21
1430;18
1431;38
1432;55
1433;22
1434;18
1435;19
1436;56
1437;10
1438;58
1439;8
1440;31
1441;53
1442;18
1443;15
1444;4
1445;10
1446;5
1447;13
1448;8
1449;53
1450;15
1451;29
1452;43
1453;40
1454;15
1455;15
1456;31
1457;18
1458;67
1459;67
1460;5
1461;13
1462;46
1463;6
1464;47
1465;16
1466;27
1467;59
1468;18
1469;22
1470;1
1471;50
1472;60
1473;33
1474;36
1475;57
1476;27
1477;3
1478;39
1479;61
1480;6
1481;42
1482;67
1483;11
1484;64
1485;3
1486;56
1487;14
1488;28
1489;66
1490;23
1491;65
1492;36
1493;36
1494;32
1495;47
1496;21
1497;1
1498;51
1499;2
1500;60
1501;16
1502;60
1503;60
1504;10
1505;30
1506;55
1507;2
1508;60
1509;50
1510;44
1511;57
1512;2
1513;42
1514;49
1515;45
1516;63
1517;36
1518;40
1519;58
1520;21
1521;30
1522;45
1523;18
1524;10
1525;4
1526;29
1527;8
1528;45
1529;39
1530;63
1531;45
1532;46
1533;1
1534;23
1535;69
1536;65
1537;35
1538;38
1539;19
1540;66
1541;68
1542;14
1543;35
1544;42
1545;18
1546;21
1547;8
1548;65
1549;7
1550;31
1551;20
1552;11
1553;37
1554;43
1555;42
1556;69
1557;62
1558;1
1559;3
1560;3
1561;42
1562;8
1563;29
1564;4
1565;12
1566;54
1567;38
1568;17
1569;5
1570;6
1571;69
1572;41
1573;48
1574;54
1575;24
1576;33
1577;29
1578;58
1579;62
1580;40
1581;26
1582;21
1583;31
1584;10
1585;44
1586;17
1587;15
1588;2
1589;18
1590;16
1591;45
1592;42
1593;1
1594;46
1595;55
1596;26
1597;52
1598;33
1599;61
1600;21
1601;49
1602;19
1603;18
1604;2
1605;53
1606;47
1607;21
1608;3
1609;68
1610;53
1611;53
1612;24
1613;11
1614;27
1615;61
1616;7
1617;27
1618;6
1619;29
1620;23
1621;53
1622;10
1623;11
1624;17
1625;53
1626;25
1627;65
1628;40
1629;47
1630;60
1631;2
1632;11
1633;14
1634;67
1635;29
1636;20
1637;31
1638;23
1639;19
1640;14
1641;67
1642;18
1643;65
1644;48
1645;31
1646;44
1647;22
1648;38
1649;4
1650;3
1651;19
1652;16
1653;7
1654;6
1655;43
1656;34
1657;35
1658;32
1659;40
1660;41
1661;39
1662;2
1663;14
1664;13
1665;15
1666;21
1667;0
1668;16
1669;3
1670;68
1671;16
1672;17
1673;62
1674;39
1675;4
1676;35
1677;40
1678;49
1679;56
1680;10
1681;15
1682;18
1683;1
1684;44
1685;61
1686;42
1687;19
1688;19
1689;53
1690;49
1691;50
1692;36
1693;14
1694;50
1695;12
1696;69
1697;9
1698;46
1699;31
1700;19
1701;49
1702;67
1703;31
1704;52
1705;16
1706;69
1707;53
1708;3
1709;67
1710;51
1711;18
1712;29
1713;7
1714;51
1715;61
1716;57
1717;34
1718;62
1719;20
1720;50
1721;32
1722;18
1723;21
1724;37
1725;66
1726;35
1727;27
1728;62
1729;64
1730;4
1731;55
1732;20
1733;12
1734;28
1735;15
1736;0
1737;54
1738;63
1739;32
1740;3
1741;36
1742;41
1743;56
1744;17
1745;59
1746;2
1747;68
1748;5
1749;36
1750;69
1751;21
1752;19
1753;6
1754;28
1755;23
1756;17
1757;67
1758;15
1759;65
1760;8
1761;30
1762;3
1763;69
1764;20
1765;38
1766;44
1767;65
1768;22
1769;6
1770;57
1771;41
1772;17
1773;10
1774;33
1775;58
1776;26
1777;25
1778;8
1779;60
1780;60
1781;38
1782;68
1783;60
1784;19
1785;66
1786;48
1787;52
1788;30
1789;60
1790;58
1791;55
1792;27
1793;20
1794;36
1795;3
1796;29
1797;33
1798;4
1799;45
1800;7
1801;28
1802;28
1803;15
1804;54
1805;54
1806;55
1807;33
1808;6
1809;51
1810;5
1811;25
1812;33
1813;63
1814;37
1815;67
1816;54
1817;47
1818;39
1819;42
1820;22
1821;34
1822;67
1823;40
1824;7
1825;48
1826;41
1827;31
1828;48
1829;19
1830;48
1831;30
1832;28
1833;58
1834;42
1835;10
1836;16
1837;55
1838;21
1839;39
1840;2
1841;6
1842;36
1843;17
1844;41
1845;54
1846;53
1847;67
1848;40
1849;4
1850;52
1851;53
1852;20
1853;28
1854;56
1855;34
1856;52
1857;39
1858;13
1859;37
1860;0
1861;6
1862;0
1863;56
1864;35
1865;33
1866;44
1867;3
1868;49
1869;7
1870;5
1871;56
1872;42
1873;42
1874;49
1875;63
1876;53
1877;8
1878;45
1879;1
1880;51
1881;14
1882;42
1883;58
1884;31
1885;42
1886;40
1887;26
1888;52
1889;28
1890;1
1891;10
1892;28
1893;50
1894;56
1895;40
1896;19
1897;67
1898;42
1899;65
1900;23
1901;55
1902;11
1903;32
1904;44
1905;59
1906;15
1907;12
1908;15
1909;40
1910;38
1911;68
1912;28
1913;26
1914;39
1915;61
1916;20
1917;9
1918;22
1919;12
1920;53
1921;48
1922;59
1923;3
1924;6
1925;49
1926;48
1927;6
1928;9
1929;51
1930;33
1931;6
1932;41
1933;8
1934;23
1935;33
1936;59
1937;52
1938;69
1939;54
1940;63
1941;50
1942;50
1943;25
1944;5
1945;6
1946;39
1947;65
1948;59
1949;51
1950;10
1951;11
1952;24
1953;60
1954;42
1955;48
1956;60
1957;9
1958;64
1959;7
1960;33
1961;25
1962;42
1963;21
1964;64
1965;22
1966;56
1967;18
1968;54
1969;41
1970;53
1971;51
1972;14
1973;66
1974;19
1975;54
1976;56
1977;67
1978;30
1979;43
1980;51
1981;36
1982;40
1983;16
1984;2
1985;65
1986;63
1987;16
1988;39
1989;44
1990;6
1991;11
1992;38
1993;1
1994;60
1995;43
1996;61
1997;15
1998;25
1999;60
2000;41
2001;6
2002;31
2003;14
2004;2
2005;25
2006;34
2007;33
2008;28
2009;37
2010;42
2011;26
2012;26
2013;38
2014;12
2015;9
2016;11
2017;27
2018;14
2019;4
2020;13
2021;44
2022;59
2023;51
2024;41
2025;64
2026;43
2027;37
2028;9
2029;58
2030;64
2031;65
2032;60
2033;17
2034;17
2035;10
2036;55
2037;6
2038;61
2039;23
2040;1
2041;55
2042;6
2043;5
2044;49
2045;1
2046;59
2047;53
2048;25
2049;44
2050;50
2051;60
2052;47
2053;62
2054;44
2055;37
2056;38
2057;47
2058;29
2059;16
2060;8
2061;66
2062;20
2063;30
2064;25
2065;38
2066;34
2067;58
2068;36
2069;61
2070;66
2071;5
2072;66
2073;21
2074;66
2075;38
2076;21
2077;6
2078;49
2079;11
2080;35
2081;23
2082;8
2083;1
2084;19
2085;52
2086;18
2087;44
2088;58
2089;3
2090;47
2091;35
2092;5
2093;2
2094;45
2095;42
2096;30
2097;50
2098;6
2099;59
2100;36
2101;41
2102;55
2103;1
2104;17
2105;48
2106;44
2107;59
2108;9
2109;57
2110;30
2111;59
2112;11
2113;0
2114;10
2115;55
2116;4
2117;29
2118;69
2119;53
2120;68
2121;42
2122;27
2123;8
2124;48
2125;30
2126;61
2127;56
2128;34
2129;34
2130;22
2131;18
2132;0
2133;10
2134;64
2135;1
2136;52
2137;32
2138;13
2139;47
2140;39
2141;16
2142;67
2143;44
2144;26
2145;59
2146;31
2147;28
2148;67
2149;20
2150;14
2151;58
2152;31
2153;34
2154;4
2155;0
2156;29
2157;60
2158;16
2159;8
2160;49
2161;22
2162;36
2163;59
2164;66
2165;62
2166;41
2167;49
2168;5
2169;29
2170;10
2171;14
2172;0
2173;37
2174;11
2175;35
2176;18
2177;37
2178;19
2179;43
2180;65
2181;12
2182;59
2183;50
2184;14
2185;23
2186;3
2187;28
2188;2
2189;3
2190;16
2191;25
2192;18
2193;43
2194;46
2195;43
2196;41
2197;29
2198;66
2199;54
2200;55
2201;19
2202;33
2203;61
2204;53
2205;62
2206;8
2207;65
2208;40
2209;19
2210;6
2211;54
2212;30
2213;20
2214;37
2215;59
2216;18
2217;15
2218;46
2219;57
2220;10
2221;31
2222;0
2223;31
2224;18
2225;60
2226;58
2227;14
2228;8
2229;69
2230;41
2231;18
2232;44
2233;62
2234;46
2235;12
2236;44
2237;16
2238;47
2239;60
2240;68
2241;33
2242;39
2243;60
2244;58
2245;27
2246;52
2247;37
2248;3
2249;9
2250;8
2251;7
2252;52
2253;7
2254;29
2255;55
2256;53
2257;22
2258;38
2259;62
2260;20
2261;61
2262;51
2263;15
2264;64
2265;29
2266;32
2267;1
2268;40
2269;32
2270;35
2271;40
2272;10
2273;59
2274;27
2275;1
2276;36
2277;13
2278;27
2279;56
2280;51
2281;17
2282;59
2283;46
2284;63
2285;31
2286;19
2287;46
2288;62
2289;12
2290;16
2291;20
2292;66
2293;69
2294;34
2295;62
2296;66
2297;63
2298;42
2299;58
2300;63
2301;30
2302;8
2303;22
2304;10
2305;32
2306;1
2307;10
2308;31
2309;49
2310;55
2311;49
2312;65
2313;35
2314;50
2315;40
2316;61
2317;37
2318;50
2319;26
2320;44
2321;69
2322;53
2323;67
2324;63
2325;53
2326;57
2327;18
2328;62
2329;40
2330;58
2331;58
2332;69
2333;43
2334;63
2335;12
2336;61
2337;17
2338;11
2339;15
2340;19
2341;54
2342;28
2343;63
2344;29
2345;67
2346;66
2347;49
2348;45
2349;63
2350;29
2351;23
2352;47
2353;69
2354;61
2355;55
2356;58
2357;22
2358;7
2359;69
2360;6
2361;68
2362;67
2363;51
2364;2
2365;57
2366;21
2367;61
2368;13
2369;40
2370;0
2371;55
2372;3
2373;37
2374;63
2375;48
2376;24
2377;23
2378;55
2379;58
2380;18
2381;55
2382;47
2383;9
2384;39
2385;68
2386;58
2387;8
2388;54
2389;3
2390;65
2391;4
2392;65
2393;63
2394;47
2395;55
2396;50
2397;66
2398;46
2399;0
2400;62
2401;66
2402;65
2403;32
2404;35
2405;28
2406;8
2407;10
2408;64
2409;48
2410;6
2411;65
2412;56
2413;53
2414;59
2415;33
2416;16
2417;56
2418;19
2419;8
2420;39
2421;13
2422;21
2423;5
2424;56
2425;54
2426;54
2427;14
2428;37
2429;12
2430;38
2431;16
2432;39
2433;33
2434;40
2435;39
2436;59
2437;59
2438;57
2439;36
2440;66
2441;3
2442;40
2443;66
2444;37
2445;36
2446;15
2447;65
2448;23
2449;9
2450;43
2451;45
2452;65
2453;10
2454;17
2455;14
2456;39
2457;47
2458;19
2459;66
2460;4
2461;34
2462;26
2463;46
2464;35
2465;58
2466;16
2467;27
2468;67
2469;49
2470;40
2471;45
2472;11
2473;62
2474;58
2475;45
2476;33
2477;23
2478;27
2479;3
2480;37
2481;45
2482;38
2483;2
2484;14
2485;35
2486;41
2487;20
2488;20
2489;51
2490;2
2491;27
2492;36
2493;10
2494;68
2495;33
2496;30
2497;35
2498;2
2499;7
2500;37
2501;2
2502;38
2503;41
2504;23
2505;12
2506;27
2507;38
2508;2
2509;58
2510;56
2511;64
2512;34
2513;53
2514;60
2515;46
2516;49
2517;60
2518;40
2519;21
2520;26
2521;1
2522;32
2523;3
2524;5
2525;10
2526;4
2527;37
2528;41
2529;57
2530;42
2531;22
2532;63
2533;63
2534;63
2535;29
2536;6
2537;47
2538;4
2539;39
2540;15
2541;18
2542;12
2543;47
2544;30
2545;50
2546;3
2547;21
2548;29
2549;27
2550;28
2551;0
2552;49
2553;10
2554;48
2555;15
2556;13
2557;19
2558;2
2559;65
2560;62
2561;48
2562;50
2563;27
2564;8
2565;22
2566;16
2567;60
2568;15
2569;48
2570;20
2571;18
2572;10
2573;16
2574;62
2575;4
2576;32
2577;16
2578;23
2579;32
2580;23
2581;12
2582;21
2583;57
2584;50
2585;3
2586;65
2587;56
2588;18
2589;51
2590;39
2591;51
2592;15
2593;20
2594;58
2595;46
2596;50
2597;0
2598;49
2599;36
2600;59
2601;30
2602;69
2603;58
2604;60
2605;5
2606;45
2607;58
2608;11
2609;39
2610;51
2611;29
2612;4
2613;52
2614;52
2615;47
2616;24
2617;19
2618;42
2619;50
2620;41
2621;21
2622;0
2623;67
2624;47
2625;14
2626;27
2627;46
2628;41
2629;19
2630;11
2631;23
2632;60
2633;33
2634;39
2635;20
2636;28
2637;26
2638;26
2639;31
2640;58
2641;17
2642;33
2643;55
2644;58
2645;60
2646;8
2647;40
2648;23
2649;43
2650;6
2651;39
2652;13
2653;4
2654;36
2655;59
2656;3
2657;16
2658;69
2659;7
2660;41
2661;58
2662;11
2663;16
2664;29
2665;57
2666;67
2667;9
2668;50
2669;65
2670;67
2671;18
2672;38
2673;29
2674;65
2675;27
2676;33
2677;30
2678;51
2679;40
2680;13
2681;58
2682;31
2683;10
2684;21
2685;64
2686;62
2687;1
2688;45
2689;69
2690;51
2691;26
2692;9
2693;23
2694;59
2695;4
2696;46
2697;34
2698;38
2699;41
2700;7
2701;23
2702;16
2703;24
2704;52
2705;67
2706;0
2707;37
2708;56
2709;27
2710;0
2711;25
2712;21
2713;69
2714;40
2715;53
2716;56
2717;23
2718;48
2719;66
2720;7
2721;69
2722;32
2723;35
2724;14
2725;59
2726;42
2727;67
2728;44
2729;35
2730;6
2731;32
2732;5
2733;65
2734;23
2735;17
2736;69
2737;0
2738;28
2739;21
2740;6
2741;65
2742;48
2743;47
2744;12
2745;33
2746;67
2747;34
2748;41
2749;48
2750;45
2751;53
2752;57
2753;16
2754;62
2755;38
2756;56
2757;8
2758;61
2759;19
2760;68
2761;56
2762;49
2763;53
2764;57
2765;67
2766;48
2767;5
2768;18
2769;41
2770;12
2771;24
2772;64
2773;51
2774;0
2775;22
2776;15
2777;4
2778;15
2779;49
2780;44
2781;69
2782;27
2783;55
2784;0
2785;69
2786;21
2787;0
2788;67
2789;63
2790;12
2791;63
2792;49
2793;13
2794;21
2795;41
2796;19
2797;39
2798;30
2799;39
2800;35
2801;16
2802;48
2803;49
2804;50
2805;45
2806;56
2807;10
2808;17
2809;42
2810;67
2811;11
2812;52
2813;44
2814;13
2815;62
2816;22
2817;22
2818;28
2819;65
2820;3
2821;38
2822;18
2823;44
2824;19
2825;49
2826;69
2827;15
2828;9
2829;26
2830;65
2831;58
2832;56
2833;45
2834;25
2835;6
2836;47
2837;62
2838;4
2839;19
2840;15
2841;42
2842;50
2843;69
2844;53
2845;31
2846;25
2847;15
2848;5
2849;68
2850;22
2851;4
2852;0
2853;53
2854;16
2855;37
2856;51
2857;43
2858;19
2859;37
2860;24
2861;13
2862;65
2863;49
2864;20
2865;17
2866;52
2867;36
2868;41
2869;28
2870;41
2871;1
2872;49
2873;39
2874;62
2875;28
2876;21
2877;46
2878;62
2879;17
2880;68
2881;16
2882;58
2883;37
2884;64
2885;26
2886;58
2887;47
2888;66
2889;0
2890;3
2891;66
2892;45
2893;46
2894;2
2895;33
2896;69
2897;8
2898;2
2899;47
2900;59
2901;61
2902;12
2903;46
2904;43
2905;9
2906;17
2907;9
2908;34
2909;13
2910;6
2911;13
2912;20
2913;61
2914;18
2915;17
2916;22
2917;69
2918;56
2919;60
2920;44
2921;34
2922;8
2923;27
2924;28
2925;18
2926;43
2927;60
2928;12
2929;39
2930;39
2931;57
2932;53
2933;59
2934;3
2935;10
2936;51
2937;52
2938;60
2939;36
2940;68
2941;50
2942;44
2943;51
2944;51
2945;33
2946;54
2947;63
2948;36
2949;57
2950;58
2951;5
2952;1
2953;26
2954;51
2955;67
2956;6
2957;42
2958;68
2959;26
2960;35
2961;62
2962;26
2963;20
2964;3
2965;31
2966;33
2967;10
2968;36
2969;42
2970;26
2971;33
2972;47
2973;34
2974;61
2975;46
2976;52
2977;29
2978;8
2979;5
2980;29
2981;46
2982;60
2983;33
2984;22
2985;19
2986;9
2987;53
2988;20
2989;52
2990;12
2991;45
2992;26
2993;59
2994;41
